Movie Name,Rating,Votes,Duration,Genre
Despicable Me 4,6.2, (68K),1h 34m,Family
Pinnil Oral,7.7, (411),2h 7m,Family
Hitpig,5.1, (1.1K),1h 26m,Family
Megamind vs. The Doom Syndicate,2.4, (5.7K),1h 23m,Family
The Thundermans Return,4.9, (1.9K),1h 10m,Family
Porch Pirates,5.0, (107),1h 47m,Family
Chithini,7.4, (550),2h 31m,Family
Rangeet,7.1, (100),1h 34m,Family
